# THE ERASURE REGISTER — one row per service that holds a reference to a person.
#
# ── WHY THIS FILE EXISTS ───────────────────────────────────────────────────────
#
# Rule 6 of `org/README.md` says every service storing `user_id` subscribes to
# `identity.user.deleted` and erases. The rule was true of two services out of
# sixteen: `activity` and `notify` were seeded at deploy, and six more had handler
# code no event could ever reach. A deletion request reported success and left
# personal data across the estate.
#
# The rule failed the way rules fail here — it lived in prose, and nothing read
# the prose. So it lives here instead, in a file that TWO mechanisms read:
#
#   * `scripts/estate-bootstrap.sh` seeds a subscription from every row, so a
#     service in this register cannot be deployed unsubscribed.
#   * `scripts/erasure-drill.sh` deletes a real user and asserts every row's
#     RESIDUAL query reaches zero, so a subscription that exists but erases
#     nothing is a failure rather than a green tick.
#
# One list, two consumers, no way for them to disagree. Adding a service here
# without an erasure handler makes the drill fail; writing a handler without a
# row here means it is never delivered to and the drill never covers it. Both
# halves are needed and neither is documentation.
#
# ── THE PROPERTY BEING ASSERTED ────────────────────────────────────────────────
#
# **After erasure, no row in any estate database still names the person.**
#
# That is one property, uniform across sixteen services with sixteen different
# ideas of what erasure means. It holds whether the service deleted the row or
# de-identified it, which is why RESIDUAL counts "rows that still name this
# subject" rather than "rows". A service that lawfully retains a de-identified
# financial record passes; a service that keeps the subject on it does not.
#
# ── COLUMNS ────────────────────────────────────────────────────────────────────
#
#   service    the compose service name
#   database   the Postgres database it owns (rule 1: one database, no other)
#   url        where identity's relay POSTs the event. IN-CLUSTER, port 4000 —
#              this is what goes in `event_subscriptions.url`.
#
#              NAME THE ABSORBER AND ITS MOUNTED PATH, NEVER THE ABSORBED
#              SERVICE. After the merge, `worlds`, `policy` and seventeen others
#              are ExternalName Services — DNS CNAMEs onto `agora` — so a URL
#              like `http://worlds:4000/v1/events` still RESOLVES, and reaches
#              agora, which answers the bare `/v1/events` with **410 Gone**
#              because each mounted module was given its own suffixed path. The
#              subscription looks configured and delivers nothing.
#
#              That is what this row said until 2026-09-02. Probed live on that
#              date, from inside the cluster:
#
#                /v1/events          410      the deliberate tombstone
#                /v1/events/agora    401      exists, signature refused
#                /v1/events/worlds   401      exists
#                /ingest/analytics   401      exists
#
#              — and `event_subscriptions` held no row for any of the three, so
#              agora's own voices, worlds' player profiles and analytics' salts
#              had never been erased on request (micro-org#474). The alias form
#              was also live for `devplatform` and `policy`; both worked, and
#              both would have stopped working silently the day their CNAME was
#              tidied away.
#   action     delete | anonymise | mixed — what erasure MEANS here. The reasoning
#              lives in the service's own handler, table by table, next to the
#              code that does it, because a rationale in a deploy file is a
#              rationale that drifts from the behaviour it describes
#   retained   tables that lawfully KEEP a row naming the person, comma-separated,
#              or `-`. Declared in advance, here, so that `SCAN` skips them and
#              the drill can still print what survived. A table not named here
#              that holds the subject after erasure is a FAILURE — which is what
#              makes this a declaration rather than an excuse
#   seed       SQL giving the drill user something to lose, `{{uid}}` substituted.
#              `-` means the user acquires data through a real flow instead
#   residual   `SCAN`, or SQL counting rows that STILL name the subject. MUST be
#              > 0 before the deletion and 0 after. The before-check is not
#              ceremony: an assertion over an empty table passes for the wrong
#              reason, and that is this estate's most-repeated defect.
#              `SCAN` asks the database instead of trusting a hand-kept list —
#              every text, uuid, varchar and jsonb column in every table. It is
#              what found the `outbox` leak that no handler had ever touched
#
# Pipe-separated because the SQL contains commas, spaces and quotes. Bash 3.2 on
# macOS has no associative arrays — an associative-array port map silently broke
# five suites here once — so this is read with `while IFS='|' read`.
#
# ── SEEDING THE DRILL'S DATA WITH SQL IS NOT MOCKING ───────────────────────────
#
# The house rule is "test the seam, not the mock". The seam under test is
# identity's outbox → the signed HTTP relay → the consumer's inbox → its erasure
# handler, and every one of those runs for real in this drill. How the row being
# erased was created is upstream of the seam, and standing up a funded chain
# withdrawal to prove settlement forgets a user would test a payment path, not an
# erasure path. Nothing on the path under test is stubbed or intercepted.
#
# service|database|url|action|retained|seed|residual
#
# ── SEEDED SINCE BEFORE THIS FILE ─────────────────────────────────────────────
# Both erase for real, and both were already proven end to end by estate-verify.
# They are here so the register is the whole truth rather than the new part of it.
# tessera — a land registry that forgets who owns a parcel is broken, so parcels,
# objects, placements, bookings and beacons are ANONYMISED to a random
# `erased:<uuid>` rather than deleted; entitlements, draft listings and presence
# are deleted. Nine `on delete restrict` foreign keys make the final
# `delete from accounts` a completeness PROOF: miss one table and it raises 23503
# rather than passing quietly.
tessera|tessera|http://agora:4000/v1/events/tessera|mixed|-|insert into accounts (subject) values ('user:{{uid}}')|SCAN
#
# mint — split on whether the token ever reached a chain. A never-broadcast token
# is deleted outright; a broadcast one keeps `owner_address` and `tx_hash` under
# Art. 17(3)(b) because the chain is immutable and the record is what reconciles
# against it, while `owner_subject` and `owner_wallet_id` go.
mint|mint|http://agora:4000/v1/events/mint|mixed|-|insert into tokens (owner_subject, owner_wallet_id, owner_address, chain, network, name, symbol, decimals, supply, price_shards) values ('user:{{uid}}', 'drill-wallet', '0xd5110000000000000000000000000000000d5111', 'ember', 'mainnet', 'Drill', 'DRL', 0, 1, 1)|SCAN
#
# emberkin — the save cascades to battles; achievements go with it. One row is
# kept, anonymised: `reward_grants` records a ledger posting that was actually
# made, Art. 17(3)(b). Its `idempotency_key` held the PLAINTEXT user uuid rather
# than a hash, which is why anonymising the row alone was not enough.
emberkin|emberkin|http://agora:4000/v1/events/emberkin|mixed|reward_grants|insert into saves (user_id, warden_name, seed, current_region) values ('{{uid}}', 'Drill', 1, 'ember-vale')|SCAN
#
# aetherholm — research and alliance membership are deleted. Battles, fleets and
# cities split on whether a battle pins them: a two-sided battle record is the
# OTHER participant's history too, so a pinned city is anonymised, renamed and
# abandoned rather than removed. `chronicles` and `battles` are frozen by trigger,
# so a redaction records `digest_at_sealing` and `erasures_applied` — visible,
# rather than a silent edit to an immutable log.
aetherholm|aetherholm|http://agora:4000/v1/events/emberkin|mixed|-|insert into archipelagos (id, kind, name, seed, owner_subject, entitlement_id) values ('00000000-0000-4000-8000-0000000d5111'::uuid, 'skerry', 'Drill', 1, 'user:{{uid}}', 'drill-ent') on conflict do nothing; insert into research (archipelago_id, user_id, node) values ('00000000-0000-4000-8000-0000000d5111', '{{uid}}', 'drill-node')|SCAN
#
# ── HAD A HANDLER NO EVENT COULD REACH, AND MOST OF THEM WERE ALSO WRONG ─────
#
# These six were listed in #162 as "handler code no event will ever reach". They
# were also, with one exception, incorrect — which is the argument for driving a
# real deletion rather than reading the code: a handler nothing calls is a
# handler nobody has ever seen be wrong.
#
# admin-api — an audit trail exists so that the person it records cannot edit it,
# and `audit_events` is hash-chained over `subject_id` and `payload`, so removing
# a subject would break the chain that makes the log evidence. Retained under
# Art. 17(3)(b) and (e), with the reachable half implemented instead: an erasure
# register, an Art. 18 restriction at the read surface, and real anonymisation of
# `approvals`, which is not chained.
admin-api|admin_api|http://agora:4000/v1/events/admin-api|mixed|audit_events,audit_subject_erasures|insert into approvals (action, subject_kind, subject_id, reason_code, reason, requested_by, expires_at) values ('drill', 'user', '{{uid}}', 'drill', 'drill', 'user:00000000-0000-4000-8000-0000000d5100', now() + interval '1 day')|SCAN
#
# devplatform — the handler was an explicit no-op returning `{revoked: 0}`, the
# worst of the failure modes because it reports success. Its REASONING was right
# (an API key belongs to the organisation, not to the developer who created it,
# so revoking it on their departure would break the org's integrations) — the
# defect was that `api_keys.created_by` kept the departed developer's
# `user:<uuid>` on a live credential. The key stays live; the attribution goes.
devplatform|devplatform|http://agora:4000/v1/events/devplatform|anonymise|-|insert into developer_orgs (id, identity_org_id, name, slug) values ('00000000-0000-4000-8000-0000000d5100'::uuid, 'drill-org', 'Drill', 'drill-org') on conflict do nothing; insert into projects (id, org_id, name, slug) values ('00000000-0000-4000-8000-0000000d5111'::uuid, '00000000-0000-4000-8000-0000000d5100', 'Drill', 'drill') on conflict do nothing; insert into environments (id, project_id, name) values ('00000000-0000-4000-8000-0000000d5122'::uuid, '00000000-0000-4000-8000-0000000d5111', 'test') on conflict do nothing; insert into api_keys (environment_id, project_id, environment, lookup_id, display, secret_algo, secret_salt, secret_hash, name, created_by) values ('00000000-0000-4000-8000-0000000d5122', '00000000-0000-4000-8000-0000000d5111', 'test', translate(substr(md5('{{uid}}'), 1, 16), '0189', 'wxyz'), concat('cfk_test_', translate(substr(md5('{{uid}}'), 1, 16), '0189', 'wxyz')), 'scrypt$N=16384,r=8,p=1,keyLen=64', '00112233445566778899aabbccddeeff', '00112233445566778899aabbccddeeff00112233445566778899aabbccddeeff', 'drill', 'user:{{uid}}')|SCAN
#
# nda — not a non-disclosure service: it is *Ninety Days After*, a world
# simulation. Its handler read `payload.subject`; identity sends `userId`, so
# every real deletion erased nothing and answered 202. Its own test built an
# envelope carrying `subject`, so the test and the handler agreed with each other
# and neither agreed with the producer.
nda|nda|http://agora:4000/v1/events/emberkin|delete|-|insert into worlds (id, name, season_length, width, height, tick_interval_minutes, seed) values ('drill-world', 'Drill', 30, 16, 16, 60, 'drill') on conflict do nothing; insert into players (id, world_id, user_id, handle, homestead_x, homestead_y, resources) values (concat('drill-', substr(md5('{{uid}}'), 1, 12)), 'drill-world', '{{uid}}', 'drill', 0, 0, '{}'::jsonb)|SCAN
#
# community — pseudonymisation, which is defensible for public posts and must be
# described as what it is rather than as deletion. It reached 4 of the 11 columns
# that named the person: `communities.owner_subject`, both `delegations`
# subjects, `proposals.target_subject`, `executions.executed_by` and the body of
# `discussion_posts` all survived, the last because `redacted_at` masked on READ
# only — the text was still in the table.
community|community|http://agora:4000/v1/events/community|pseudonymise|-|insert into communities (id, slug, name, kind, owner_subject, join_policy, governance_model) values ('00000000-0000-4000-8000-0000000d5111'::uuid, 'drill', 'Drill', 'guild', 'user:{{uid}}', 'open', 'one_member_one_vote') on conflict do nothing; insert into memberships (community_id, subject) values ('00000000-0000-4000-8000-0000000d5111', 'user:{{uid}}')|SCAN
#
# analytics — the only one whose handler was RIGHT in shape and wrong in aim: the
# subject came from `envelope.actor`, which is whoever REQUESTED the deletion. A
# support-raised erasure destroyed the operator's salt while the deleted account
# stayed attributable.
#
# ACK-ONLY, and that is not a weaker check — it is the honest one. This service
# never stores the raw subject at all: `pseudonym.ts:23` keys on
# HMAC(pepper, "cf.analytics.lookup.v1|" || subject). Scanning for the person's
# id finds nothing before the deletion as well as after, so asserting zero would
# be exactly the vacuous check the BEFORE phase exists to refuse. The
# acknowledgement is what proves the seam: until this row existed, `eraseSubject`
# was code no event could reach.
analytics|analytics|http://agora:4000/ingest/analytics|destroy the per-subject salt|-|-|ACK-ONLY
#
# ── REGISTERED IN THE RELEASE THAT FIRST SHIPPED IT ──────────────────────────
#
# Every row above was added after the fact, to a service already running. This
# one is here on the day the service first deploys, which is the only way this
# file stops being a backlog.
#
# agora — the public square. `delete from voices` is the whole erasure and it
# cascades to posts, replies, sparks, echoes, follows, circle membership,
# whisper threads and notifications, because on a social service the thing a
# person asked to have forgotten IS what they wrote. There is no Art. 17(3)
# retention argument to make about a post: it is not a financial record, not a
# chain fact and not an audit trail.
#
# Three tables the cascade does not reach are REDACTED instead, following
# `mint/src/erasure.ts`. `outbox.actor` and `outbox.payload->>'subject'` name
# the person on every envelope this service has ever emitted, and nothing
# prunes an outbox — a relay marks a row published and leaves it — so without
# the redaction an erased account survives for ever as a dated, ordered list of
# everything they did here. The row itself stays: it is the durable record that
# the event happened, and an unpublished one is a delivery other services are
# still owed. `moderation_actions.operator` and `reports.resolved_by` are the
# same argument pointed at a moderator: the action keeps its effect and loses
# its author.
#
# The seed plants one of each — a voice for the cascade, an outbox envelope and
# a moderation action for the redaction — because a drill that only ever seeds
# the easy table proves the easy table.
agora|agora|http://agora:4000/v1/events/agora|mixed|-|insert into voices (subject, handle, display_name) values ('user:{{uid}}', concat('drill_', substr(md5('{{uid}}'), 1, 12)), 'Drill') on conflict do nothing; insert into outbox (topic, key, producer, actor, payload) values ('agora.post.created', concat('drill-', substr(md5('{{uid}}'), 1, 16)), 'agora', 'user:{{uid}}', jsonb_build_object('subject', 'user:{{uid}}', 'postId', '00000000-0000-4000-8000-0000000d5111')); insert into moderation_actions (operator, action, subject_kind, subject_id, reason) values ('user:{{uid}}', 'voice_suspended', 'voice', '00000000-0000-4000-8000-0000000d5111'::uuid, 'drill')|SCAN
studio|studio|http://agora:4000/v1/events/agora|delete|-|insert into brand_kits (owner_subject, name, accent) values ('user:{{uid}}', 'Drill', '#aabbcc'); insert into credit_accounts (owner_subject, cap_usd_micros) values ('user:{{uid}}', 5000000)|SCAN
worlds|worlds|http://agora:4000/v1/events/worlds|mixed|-|insert into titles (id, slug, name, service_url) values ('00000000-0000-4000-8000-0000000d5201', 'erasure-drill', 'Erasure Drill', 'http://drill.invalid') on conflict do nothing; insert into seasons (id, title_id, slug, name, starts_at, ends_at, reward_budget_wei) values ('00000000-0000-4000-8000-0000000d5202', '00000000-0000-4000-8000-0000000d5201', 'erasure-drill', 'Erasure Drill', now(), now() + interval '30 days', 1000) on conflict do nothing; insert into achievements (id, title_id, key, name) values ('00000000-0000-4000-8000-0000000d5203', '00000000-0000-4000-8000-0000000d5201', 'erasure-drill', 'Erasure Drill') on conflict do nothing; insert into player_profiles (user_id, display_name) values ('{{uid}}', 'drill') on conflict do nothing; insert into player_achievements (user_id, achievement_id) values ('{{uid}}', '00000000-0000-4000-8000-0000000d5203') on conflict do nothing; insert into inventory_items (user_id, title_scope, item_urn, source) values ('{{uid}}', '*', 'urn:cf:drill:item', 'reward'); insert into reward_grants (season_id, user_id, title_id, reason, amount_wei, journal_entry_id, idempotency_key) values ('00000000-0000-4000-8000-0000000d5202', '{{uid}}', '00000000-0000-4000-8000-0000000d5201', 'drill', 1, concat('drill-', '{{uid}}'), concat('drill-', '{{uid}}')) on conflict do nothing; insert into provisions (entitlement_id, subject, sku, scope, kind) values (concat('drill-', '{{uid}}'), concat('user:', '{{uid}}'), 'erasure-drill', '*', 'cosmetic') on conflict do nothing; insert into outbox (topic, key, producer, actor, payload, published_at) values ('worlds.profile.updated', concat('player:', '{{uid}}'), 'worlds', concat('user:', '{{uid}}'), jsonb_build_object('userId', '{{uid}}'), now())|SCAN
